name,x,y
LFMX_Saint_Auban,5.9908424,44.0586176
LFNH_Carpentras,5.0838840,44.0280565
LF8421_Cereste,5.5500047,43.8530553
LFNF_Vinon,5.7830631,43.7363900
120_Gordes,5.244830,43.911136
127_Banon,5.645998,44.051251
